,Unnamed: 0,Date,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
313,313.0,45394.0,19.4,8.58,8.4,880.8,71.6,5.51,0.445,0.112,5.71
314,314.0,45394.0,19.4,8.64,8.61,916.3,24.0,3.01,0.216,0.105,8.44
315,315.0,45394.0,18.2,8.22,9.73,758.9,15.8,2.84,0.032,0.022,4.41
316,316.0,45394.0,20.0,8.5,15.13,1117.2,12.6,4.3,0.034,0.038,6.79
317,317.0,45394.0,17.4,8.75,10.9,670.4,6.8,2.41,0.025,0.02,6.77
318,318.0,45394.0,18.0,8.22,9.79,583.9,11.1,1.09,0.025,0.02,5.83
319,319.0,45394.0,16.6,8.19,9.28,491.4,12.8,1.03,0.025,0.019,3.79
320,320.0,45394.0,13.5,8.57,8.82,1214.8,76.1,3.45,0.025,0.06,4.9
321,321.0,45394.0,15.7,8.56,9.9,1303.0,44.0,4.27,0.221,0.074,3.31
323,323.0,45394.0,13.1,8.39,10.87,718.6,2.0,1.36,0.025,0.018,2.88
324,324.0,45394.0,14.1,8.32,7.72,432.6,6.9,1.28,0.025,0.005,2.08
325,325.0,45394.0,12.6,8.34,9.14,417.8,59.6,3.42,0.033,0.058,3.36
326,326.0,45394.0,14.4,8.56,9.65,923.2,2.3,0.81,0.025,0.005,1.8
327,327.0,45394.0,15.5,8.35,10.61,713.2,19.8,3.19,0.025,0.042,4.4
328,328.0,45394.0,13.9,8.53,10.76,1367.7,2.5,1.31,0.025,0.018,2.4
329,329.0,45394.0,12.8,8.34,8.68,331.8,64.2,4.51,0.032,0.049,2.14
330,330.0,45394.0,15.6,8.27,9.92,625.7,19.4,3.57,0.081,0.059,4.62
331,331.0,45394.0,15.6,8.48,9.43,850.3,30.8,1.65,0.025,0.052,7.31
332,332.0,45394.0,12.4,8.11,12.94,691.1,2.6,1.01,0.025,0.005,6.25
333,333.0,45394.0,13.8,8.32,7.14,692.5,4.0,2.9,0.039,0.028,4.97
334,334.0,45394.0,16.0,8.3,8.76,719.8,10.6,2.02,0.025,0.033,3.71
335,335.0,45394.0,13.2,7.94,8.92,568.2,6.6,2.0,0.025,0.023,6.85
336,336.0,45394.0,15.4,9.08,13.65,2878.3,15.1,5.74,0.025,0.052,1.03
338,338.0,45394.0,13.4,7.82,10.31,40097.4,102.4,3.8,1.329,0.051,2.0
339,339.0,45394.0,15.9,8.46,10.73,2030.7,38.3,5.25,0.059,0.058,0.85
340,340.0,45394.0,14.7,8.81,14.7,2481.3,22.3,4.16,0.025,0.045,2.78
341,341.0,45394.0,16.1,9.53,28.72,1039.6,12.1,4.95,0.042,0.032,0.91
342,342.0,45394.0,16.6,8.43,12.92,1066.7,5.5,4.92,0.074,0.07,6.58
343,343.0,45394.0,16.6,8.37,10.73,958.2,5.2,4.31,0.098,0.079,6.91
344,344.0,45394.0,17.7,7.89,8.85,966.0,10.3,3.39,0.207,0.037,2.24
345,345.0,45394.0,16.2,8.89,18.12,883.0,9.3,3.97,0.034,0.053,5.4
346,346.0,45394.0,17.5,8.87,21.68,985.7,1.3,4.74,0.079,0.051,3.05
347,347.0,45394.0,18.4,9.07,16.45,1234.6,8.8,4.38,0.025,0.044,2.49
348,348.0,45394.0,18.7,8.69,8.31,1399.5,33.2,5.05,0.025,0.025,0.61
349,349.0,45394.0,17.5,9.19,9.92,339.9,3.7,1.48,0.025,0.009,1.72
350,350.0,45394.0,16.9,7.97,9.45,801.2,5.1,3.83,0.046,0.031,3.42
351,351.0,45394.0,17.3,8.22,10.3,650.2,2.5,3.61,0.025,0.024,7.76
352,352.0,45394.0,16.6,8.34,10.64,1058.5,2.1,4.02,0.085,0.017,0.7
353,353.0,45394.0,16.4,8.76,15.24,982.6,5.6,3.7,0.025,0.024,0.89
354,354.0,45394.0,17.4,7.98,9.77,801.9,1.3,3.82,0.025,0.021,1.86
355,355.0,45394.0,19.0,8.27,13.85,1246.0,21.5,3.72,0.178,0.099,5.18
356,356.0,45394.0,9.7,8.44,11.1,817.9,8.1,1.57,0.025,0.005,2.84
357,357.0,45394.0,17.5,8.77,13.81,974.1,42.8,5.62,0.025,0.129,6.16
358,358.0,45394.0,14.2,8.38,10.93,585.7,13.2,1.44,0.126,0.12,6.93
359,359.0,45394.0,11.6,8.49,9.33,1201.8,10.0,3.44,0.218,0.03,2.72
360,360.0,45394.0,13.8,8.38,9.42,803.1,79.1,1.56,0.025,0.092,6.99
361,361.0,45394.0,17.8,8.27,10.09,1137.9,12.2,3.96,0.025,0.055,0.77
362,362.0,45394.0,17.2,8.18,12.71,1921.7,27.1,4.68,0.025,0.083,0.97
363,363.0,45394.0,17.6,8.0,9.22,534.8,22.9,2.8,0.025,0.029,3.65
364,364.0,45394.0,18.0,7.9,7.54,2350.0,2.8,4.16,0.164,0.119,4.57
365,365.0,45394.0,17.9,8.27,8.91,686.6,16.5,1.77,0.025,0.026,4.54
366,366.0,45394.0,16.0,8.42,22.61,754.5,35.2,4.65,0.025,0.045,2.95
367,367.0,45394.0,9.0,7.84,10.08,710.6,3.0,2.5,0.171,0.02,1.15
368,368.0,45394.0,17.8,8.13,9.59,1057.9,67.1,4.51,0.081,0.118,5.67
369,369.0,45394.0,13.6,8.07,10.35,517.3,5.2,2.36,0.025,0.012,0.86
370,370.0,45394.0,17.2,8.45,11.1,624.0,39.5,2.92,0.025,0.079,2.62
371,371.0,45394.0,18.4,8.53,11.62,811.1,5.6,1.31,0.025,0.019,3.91
372,372.0,45394.0,11.2,8.55,11.24,562.5,5.1,1.35,0.025,0.007,2.66
373,373.0,45394.0,17.4,8.51,11.65,649.1,42.5,4.85,0.025,0.103,3.51
374,374.0,45394.0,14.6,8.04,10.67,700.2,8.4,2.76,0.025,0.02,4.07
375,375.0,45394.0,17.7,8.01,8.67,585.8,39.7,0.72,0.025,0.034,4.26
377,377.0,45394.0,19.2,8.12,8.15,1443.6,100.4,7.26,0.025,0.087,5.16
378,378.0,45394.0,17.6,8.59,15.71,725.4,22.0,5.44,0.025,0.037,2.35
379,379.0,45394.0,17.0,8.28,10.28,902.9,60.3,1.65,0.025,0.035,2.47
380,380.0,45394.0,19.5,8.44,9.34,2816.7,177.9,6.94,0.214,0.217,6.21
381,381.0,45394.0,20.9,8.22,7.62,780.2,28.4,1.8,0.025,0.041,4.5
382,382.0,45394.0,20.5,8.01,16.28,1875.6,30.3,4.82,0.038,0.1,8.0
383,383.0,45394.0,14.3,8.14,8.35,1062.5,29.8,2.73,0.234,0.034,6.16
384,384.0,45394.0,12.0,7.96,7.9,772.7,33.9,1.91,0.025,0.13,6.43
385,385.0,45394.0,20.3,7.72,6.25,959.7,16.7,3.57,0.025,0.126,5.36
386,386.0,45394.0,15.1,8.41,10.31,608.7,4.3,1.85,0.025,0.045,3.99
387,387.0,45394.0,13.9,8.23,8.95,490.0,38.3,1.18,0.025,0.025,4.73
388,388.0,45394.0,15.6,8.41,7.99,872.6,11.6,1.67,0.025,0.027,3.36
389,389.0,45394.0,20.4,8.47,10.31,1628.2,24.5,3.7,0.097,0.074,4.64
390,390.0,45394.0,20.0,9.15,8.52,743.2,32.7,2.69,0.025,0.047,2.87
391,391.0,45394.0,16.6,8.24,7.08,617.2,23.2,1.93,0.389,0.088,4.37
392,392.0,45394.0,18.4,8.41,6.8,579.1,2.3,1.45,0.025,0.005,4.26
393,393.0,45394.0,20.6,8.77,8.06,1191.3,6.4,3.48,0.025,0.063,3.12
394,394.0,45394.0,17.8,8.87,7.7,721.0,49.4,2.66,0.025,0.065,2.34
395,395.0,45394.0,20.2,8.67,7.76,1008.8,16.4,3.08,0.025,0.121,4.87
396,396.0,45394.0,9.8,8.22,9.56,591.1,1.2,1.41,0.025,0.005,2.18
397,397.0,45394.0,20.3,8.18,9.79,1108.6,29.6,5.19,0.456,0.126,4.6
398,398.0,45394.0,14.6,8.42,8.8,1029.5,1030.7,3.4,0.028,0.009,2.12
399,399.0,45395.0,15.2,8.22,10.04,1057.0,592.5,2.72,0.053,0.056,2.79
400,400.0,45395.0,16.8,8.32,9.77,2005.7,65.2,8.68,0.148,0.14,1.77
401,401.0,45395.0,14.7,8.33,9.28,1022.1,350.4,3.05,0.025,0.066,2.05
402,402.0,45395.0,3.5,7.42,11.79,98.9,9.7,2.25,0.025,0.027,1.02
403,403.0,45395.0,8.8,7.72,12.81,85.6,4.6,2.33,0.025,0.015,0.89
404,404.0,45395.0,15.2,8.61,10.21,1066.5,259.8,1.78,0.025,0.049,2.95
406,406.0,45395.0,14.5,8.71,10.15,864.4,87.6,2.28,0.025,0.035,2.45
407,407.0,45395.0,10.4,8.33,8.33,770.0,26.0,1.67,0.025,0.013,5.66
408,408.0,45395.0,2.9,6.69,11.51,146.7,16.9,9.06,0.123,0.186,1.68
409,409.0,45395.0,12.1,7.67,9.78,321.1,182.8,7.26,0.025,0.079,4.2
411,411.0,45395.0,18.1,8.57,9.03,1005.7,133.0,1.71,0.189,0.034,2.65
412,412.0,45395.0,13.5,8.71,9.38,870.8,54.5,10.13,0.253,0.167,6.17
413,413.0,45395.0,13.9,7.61,8.4,719.6,7.9,5.27,0.091,0.102,5.68
414,414.0,45395.0,13.4,8.25,9.13,743.3,10.5,3.57,0.03,0.056,3.16
415,415.0,45395.0,14.1,8.17,13.76,796.4,5.9,3.71,0.025,0.042,6.04
416,416.0,45395.0,12.7,8.47,10.34,649.9,25.1,7.96,0.073,0.072,3.8
417,417.0,45395.0,14.0,8.02,14.39,588.2,0.6,2.2,0.043,0.016,0.43
418,418.0,45395.0,13.5,8.05,10.41,285.9,5.6,1.02,0.027,0.017,2.7
419,419.0,45395.0,15.2,8.86,13.24,516.7,14.0,3.28,0.072,0.056,2.63
420,420.0,45395.0,15.2,8.5,12.95,540.6,21.2,3.54,0.025,0.039,4.28
421,421.0,45395.0,12.5,7.96,9.51,795.6,4.5,2.48,0.078,0.05,4.48
422,422.0,45395.0,10.5,7.5,11.66,132.2,4.1,2.06,0.028,0.019,1.97
423,423.0,45395.0,14.1,9.19,10.88,259.4,4.0,2.02,0.027,0.031,2.67
424,424.0,45395.0,16.2,8.63,15.1,792.0,15.5,5.18,0.208,0.101,6.66
426,426.0,45395.0,11.4,8.5,11.79,318.1,4.7,1.4,0.03,0.032,2.62
427,427.0,45395.0,9.6,8.14,10.99,391.9,1.6,0.93,0.025,0.006,3.46
428,428.0,45395.0,13.3,8.74,14.74,672.5,24.1,4.0,0.291,0.086,6.2
429,429.0,45395.0,6.9,7.79,14.39,254.0,3.4,1.81,0.025,0.014,2.84
430,430.0,45395.0,13.2,8.2,9.42,551.2,15.6,1.53,0.077,0.034,5.17
431,431.0,45395.0,14.8,8.23,14.32,533.5,3.6,1.78,0.038,0.035,3.28
432,432.0,45395.0,12.0,8.15,10.51,289.8,5.4,1.54,0.029,0.024,3.82
433,433.0,45395.0,12.4,7.63,9.01,262.2,4.0,0.97,0.025,0.012,3.48
434,434.0,45395.0,10.2,7.83,9.6,294.9,7.8,2.44,0.025,0.011,4.25
435,435.0,45395.0,10.4,8.26,10.2,192.8,9.5,1.43,0.025,0.008,3.15
436,436.0,45395.0,13.0,8.14,11.5,315.3,11.3,1.22,0.034,0.016,2.66
437,437.0,45395.0,12.9,7.79,7.31,526.9,8.5,2.57,0.543,0.05,4.87
438,438.0,45395.0,8.7,7.45,10.3,339.4,2.0,0.58,0.03,0.01,5.22
439,439.0,45395.0,10.4,8.09,10.46,117.7,8.2,0.56,0.025,0.005,3.43
440,440.0,45395.0,8.8,7.52,10.49,152.1,3.8,1.78,0.025,0.014,2.36
441,441.0,45395.0,11.0,8.7,11.24,228.1,5.8,1.87,0.025,0.026,2.87
442,442.0,45395.0,10.9,7.28,11.17,508.0,1.7,0.34,0.084,0.009,3.52
444,444.0,45395.0,13.9,8.32,9.57,869.2,20.9,2.95,0.07,0.049,5.79
445,445.0,45395.0,13.2,8.1,10.1,848.2,16.7,3.58,0.364,0.064,5.67
446,446.0,45395.0,14.4,8.35,11.14,710.7,20.0,3.04,0.025,0.04,8.44
447,447.0,45395.0,14.2,8.37,8.75,423.0,8.5,2.91,0.039,0.027,0.54
448,448.0,45395.0,11.7,8.29,8.1,1234.6,17.5,2.5,0.073,0.058,13.7
449,449.0,45395.0,6.7,7.45,4.22,1111.9,8.9,4.07,0.079,0.076,9.84
450,450.0,45395.0,12.7,8.3,12.34,287.1,4.6,1.01,0.043,0.014,5.16
451,451.0,45395.0,16.2,8.18,9.18,844.3,26.2,2.48,0.047,0.03,3.1
452,452.0,45395.0,15.1,8.36,8.9,1134.6,10.5,3.35,0.067,0.032,2.28
453,453.0,45395.0,17.2,7.37,11.12,855.7,10.2,5.16,0.033,0.038,4.06
454,454.0,45395.0,17.9,7.51,7.24,856.8,2.4,5.6,0.133,0.053,8.48
455,455.0,45395.0,18.1,7.38,7.24,1187.0,12.0,3.53,0.076,0.037,9.66
456,456.0,45395.0,15.4,8.31,11.21,1124.4,18.5,4.32,0.034,0.027,1.93
457,457.0,45395.0,18.5,7.34,4.91,904.6,17.1,3.36,0.025,0.051,5.49
458,458.0,45395.0,16.4,7.86,5.91,975.9,3.5,2.76,0.092,0.045,5.16
459,459.0,45395.0,16.0,7.82,8.48,848.2,9.0,2.96,0.092,0.032,3.47
460,460.0,45395.0,16.9,7.96,9.52,1054.1,14.5,4.45,0.035,0.074,4.39
461,461.0,45395.0,16.6,7.56,9.08,1225.6,51.0,3.29,0.186,0.082,6.92
462,462.0,45395.0,16.4,8.44,8.13,1235.6,15.4,4.72,0.191,0.138,7.04
463,463.0,45395.0,16.8,8.26,12.19,1183.9,2.8,4.39,0.034,0.047,5.87
464,464.0,45395.0,14.9,8.27,10.1,419.9,6.0,2.54,0.025,0.005,1.17
465,465.0,45395.0,14.7,8.08,9.55,806.6,47.6,4.62,0.292,0.086,5.19
466,466.0,45395.0,10.7,8.28,11.63,438.1,3.4,2.28,0.025,0.005,1.32
467,467.0,45395.0,13.9,8.13,10.36,507.0,11.5,1.31,0.025,0.005,4.45
468,468.0,45395.0,14.0,7.93,9.2,605.6,3.1,1.26,0.025,0.005,5.27
469,469.0,45395.0,16.0,8.42,13.19,599.2,7.7,2.73,0.025,0.005,3.83
470,470.0,45395.0,9.7,8.17,8.94,620.5,6.2,1.62,0.025,0.033,11.77
472,472.0,45395.0,16.6,8.9,13.32,866.5,6.3,3.98,0.04,0.042,0.97
473,473.0,45395.0,16.1,8.13,10.46,842.5,3.8,3.05,0.055,0.038,0.36
474,474.0,45395.0,16.3,8.93,14.66,1499.9,7.1,4.72,0.051,0.054,1.15
475,475.0,45395.0,16.1,8.27,9.8,286.4,1.9,1.54,0.025,0.005,1.1
477,477.0,45395.0,15.9,8.08,9.62,288.8,4.8,1.56,0.025,0.01,1.09
478,478.0,45395.0,15.2,8.01,11.0,978.4,5.6,5.46,0.169,0.047,5.44
479,479.0,45395.0,14.6,8.76,9.36,1012.0,7.0,3.71,0.025,0.043,2.44
480,480.0,45395.0,13.8,8.47,11.8,2716.7,15.6,4.45,0.025,0.055,4.92
481,481.0,45395.0,14.7,9.08,14.79,26626.8,19.1,11.0,0.049,0.163,2.17
482,482.0,45395.0,14.7,8.42,9.86,33898.5,18.5,2.78,0.655,0.026,1.21
483,483.0,45395.0,15.9,7.9,7.26,25260.6,141.4,7.66,0.596,0.196,1.35
484,484.0,45395.0,14.1,8.31,10.45,1949.8,11.7,5.62,0.025,0.062,4.48
485,485.0,45395.0,14.6,8.71,10.86,15961.2,37.0,6.13,0.073,0.104,2.03
486,486.0,45395.0,14.6,8.7,13.07,1891.3,15.7,5.55,0.062,0.068,4.93
487,487.0,45395.0,13.2,8.4,10.75,550.1,2.0,4.03,0.04,0.009,0.99
488,488.0,45395.0,13.9,8.23,8.75,516.8,3.5,2.63,0.025,0.017,1.17
489,489.0,45395.0,15.9,8.52,11.29,687.8,4.9,2.01,0.025,0.025,8.14
490,490.0,45395.0,16.2,8.2,12.43,846.9,11.3,2.23,0.025,0.029,10.22
492,492.0,45395.0,14.8,8.3,10.12,532.8,6.0,3.23,0.025,0.026,0.76
493,493.0,45395.0,17.5,8.38,16.12,635.2,26.2,3.39,0.025,0.037,3.33
494,494.0,45395.0,18.6,7.89,8.56,1174.3,10.4,0.58,0.056,0.036,4.31
495,495.0,45395.0,17.2,8.04,7.1,976.1,27.7,1.04,0.163,0.018,6.99
496,496.0,45395.0,16.8,8.5,10.33,338.7,3.2,1.33,0.025,0.007,1.41
497,497.0,45395.0,16.6,8.27,4.65,1317.1,23.3,8.19,0.804,0.151,8.3
498,498.0,45395.0,12.6,8.85,14.03,559.4,1.5,2.02,0.025,0.014,3.12
499,499.0,45395.0,16.2,8.86,13.72,788.9,13.9,4.59,0.045,0.069,1.33
500,500.0,45395.0,14.4,9.54,20.04,917.4,6.6,6.22,0.053,0.061,1.11
501,501.0,45395.0,12.4,8.14,10.68,496.4,5.1,1.66,0.057,0.029,2.8
502,502.0,45395.0,14.9,8.09,9.86,14168.2,2.9,2.66,0.026,0.025,0.76
503,503.0,45395.0,15.8,8.79,20.64,12758.2,4.1,8.36,0.154,0.035,2.86
504,504.0,45395.0,10.4,8.35,11.54,469.0,2.1,1.54,0.025,0.011,2.26
505,505.0,45395.0,12.6,8.43,11.42,776.0,3.3,2.94,0.05,0.014,1.65
506,506.0,45395.0,13.6,7.89,8.46,996.1,24.6,2.94,0.208,0.079,2.0
507,507.0,45395.0,13.5,9.11,12.89,2351.8,4.8,5.01,0.04,0.039,3.6
508,508.0,45395.0,13.6,8.84,16.67,2008.5,10.3,5.91,0.025,0.075,2.77
509,509.0,45395.0,18.2,6.4,6.68,44891.4,11.5,4.94,0.296,0.005,1.6
510,510.0,45395.0,13.0,8.53,10.42,630.8,15.2,0.96,0.025,0.016,4.86
511,511.0,45395.0,16.5,8.66,10.31,539.4,1.3,0.82,0.025,0.005,4.75
512,512.0,45395.0,18.5,8.54,7.07,554.1,41.2,2.64,0.04,0.083,2.17
513,513.0,45395.0,18.5,8.32,7.77,1423.1,60.3,6.5,0.207,0.112,6.31
514,514.0,45395.0,19.5,8.59,7.99,901.2,34.4,2.99,0.196,0.117,7.85
515,515.0,45395.0,18.2,8.22,9.94,779.2,15.1,2.95,0.057,0.022,4.7
516,516.0,45395.0,18.3,8.39,13.08,1108.6,12.4,4.3,0.049,0.039,6.74
517,517.0,45395.0,16.6,8.71,10.77,674.2,7.2,2.42,0.025,0.022,6.65
518,518.0,45395.0,15.8,7.98,8.7,599.4,9.9,1.04,0.025,0.02,5.77
519,519.0,45395.0,11.4,8.15,10.78,499.4,12.8,0.91,0.025,0.018,3.48
520,520.0,45395.0,13.2,8.54,8.49,1222.0,72.8,3.51,0.025,0.069,4.89
521,521.0,45395.0,15.1,8.46,8.47,1303.9,51.1,4.31,0.297,0.076,3.13
522,522.0,45395.0,12.2,7.94,7.47,741.7,1.8,1.36,0.025,0.018,2.97
523,523.0,45395.0,12.9,8.4,9.8,437.8,6.2,0.92,0.025,0.005,2.1
524,524.0,45395.0,10.5,8.37,9.56,425.9,26.8,2.8,0.033,0.043,3.12
525,525.0,45395.0,14.1,8.5,9.0,911.8,2.5,0.94,0.025,0.005,1.7
526,526.0,45395.0,14.4,8.11,8.36,733.5,19.3,3.27,0.025,0.044,4.79
527,527.0,45395.0,13.0,8.41,9.58,1373.1,2.1,1.41,0.025,0.017,2.49
528,528.0,45395.0,9.0,8.29,9.55,328.4,57.9,4.51,0.032,0.049,2.08
529,529.0,45395.0,14.3,8.14,8.81,651.4,21.9,3.6,0.096,0.053,4.94
530,530.0,45395.0,12.1,8.4,9.64,851.5,10.6,1.56,0.025,0.042,7.21
531,531.0,45395.0,12.1,8.02,11.36,693.6,2.7,0.96,0.025,0.005,6.28
532,532.0,45395.0,11.9,8.1,8.29,703.2,3.6,3.05,0.047,0.028,4.76
533,533.0,45395.0,12.3,8.19,8.85,740.1,11.3,2.04,0.025,0.034,3.62
534,534.0,45395.0,11.0,7.88,9.82,575.6,5.0,1.94,0.025,0.02,6.97
535,535.0,45395.0,15.1,8.98,11.95,2908.8,16.9,5.46,0.029,0.046,0.94
537,537.0,45395.0,13.5,7.82,10.08,40341.3,61.5,2.54,1.337,0.04,2.39
538,538.0,45395.0,15.4,8.4,9.92,2032.8,35.7,5.02,0.032,0.055,0.88
539,539.0,45395.0,14.1,8.73,12.8,2439.0,24.2,3.83,0.048,0.044,2.78
540,540.0,45395.0,16.3,9.22,20.04,1047.7,10.7,5.0,0.044,0.035,0.86
541,541.0,45395.0,16.6,8.4,12.07,1076.9,6.8,4.69,0.054,0.07,6.48
542,542.0,45395.0,16.1,8.31,9.67,950.7,5.3,4.29,0.099,0.078,6.68
543,543.0,45395.0,16.7,7.78,7.63,980.9,9.1,3.38,0.209,0.033,2.25
544,544.0,45395.0,15.1,8.78,15.39,887.1,7.7,3.94,0.033,0.053,5.37
545,545.0,45395.0,16.8,7.98,13.54,1015.8,1.4,1.13,0.097,0.05,3.26
546,546.0,45395.0,17.8,8.9,13.54,1229.5,10.5,4.25,0.025,0.045,2.52
547,547.0,45395.0,18.2,8.61,7.79,1409.6,36.3,5.02,0.025,0.026,0.46
548,548.0,45395.0,17.5,9.04,9.58,318.0,5.3,1.53,0.025,0.009,1.68
549,549.0,45395.0,16.2,7.86,8.61,788.3,6.6,3.9,0.042,0.037,3.56
550,550.0,45395.0,16.9,8.17,9.92,652.0,2.4,3.48,0.025,0.024,2.73
551,551.0,45395.0,15.8,8.27,10.33,1062.7,2.6,4.33,0.074,0.015,0.67
552,552.0,45395.0,16.3,8.54,10.73,1019.2,5.2,3.48,0.025,0.019,0.82
553,553.0,45395.0,16.6,7.98,9.57,791.8,1.2,3.77,0.025,0.019,1.89
554,554.0,45395.0,15.9,7.94,9.49,1269.9,19.9,3.79,0.233,0.093,5.29
556,556.0,45395.0,11.6,8.05,9.11,1062.1,41.2,5.29,0.025,0.134,6.06
557,557.0,45395.0,12.8,8.22,12.01,595.4,26.6,1.26,0.166,0.118,7.0
558,558.0,45395.0,11.2,8.49,9.68,1202.3,7.1,3.4,0.222,0.033,2.68
559,559.0,45395.0,9.3,8.4,11.87,797.3,27.3,1.29,0.025,0.076,6.78
560,560.0,45395.0,13.5,8.02,8.92,1176.9,15.5,3.51,0.025,0.052,0.69
561,561.0,45395.0,13.2,7.8,5.78,1966.5,11.5,4.3,0.025,0.069,1.0
562,562.0,45395.0,14.5,7.85,9.01,539.5,36.3,2.32,0.025,0.028,3.91
564,564.0,45395.0,17.5,8.22,8.94,688.2,16.5,1.84,0.025,0.026,4.74
565,565.0,45395.0,14.8,8.12,10.63,862.1,34.4,4.03,0.026,0.031,2.78
566,566.0,45395.0,9.4,7.89,10.31,700.4,2.8,2.37,0.106,0.02,0.92
567,567.0,45395.0,16.6,7.93,7.73,1067.4,71.4,4.64,0.145,0.128,7.38
568,568.0,45395.0,13.4,8.07,10.27,518.1,2.9,2.18,0.025,0.012,0.86
569,569.0,45395.0,13.8,8.06,8.02,639.2,51.1,3.13,0.04,0.085,2.78
570,570.0,45395.0,18.2,8.42,9.71,812.3,5.6,1.31,0.025,0.019,3.64
571,571.0,45395.0,11.2,8.53,11.19,562.7,5.2,1.35,0.025,0.007,2.69
572,572.0,45395.0,14.9,8.41,9.39,673.9,39.0,3.66,0.025,0.083,3.47
573,573.0,45395.0,8.5,7.87,9.79,729.0,7.2,2.69,0.025,0.025,4.52
574,574.0,45395.0,14.7,8.07,10.23,588.8,23.8,0.62,0.025,0.028,4.32
576,576.0,45395.0,16.4,8.1,8.59,1386.2,176.2,6.35,0.025,0.099,4.82
577,577.0,45395.0,16.3,8.3,10.9,730.3,28.5,5.16,0.025,0.038,2.18
578,578.0,45395.0,15.4,8.27,10.17,906.1,50.6,1.55,0.025,0.036,2.36
579,579.0,45395.0,19.2,8.16,8.03,2736.6,90.0,5.98,0.714,0.193,6.52
580,580.0,45395.0,15.4,8.29,11.0,864.3,17.2,1.55,0.025,0.042,4.33
581,581.0,45395.0,18.0,7.92,9.13,1817.4,32.6,4.77,0.025,0.146,8.49
582,582.0,45395.0,10.3,8.19,9.74,1081.3,162.5,5.78,0.025,0.034,6.69
583,583.0,45395.0,11.3,8.14,8.22,714.7,15.6,1.63,0.025,0.091,5.88
584,584.0,45395.0,15.1,7.71,6.17,1069.4,15.1,3.15,0.154,0.105,5.43
585,585.0,45395.0,13.2,8.23,10.05,584.1,3.7,1.66,0.025,0.039,3.95
586,586.0,45395.0,11.6,8.19,9.82,504.8,31.6,0.89,0.025,0.028,4.86
587,587.0,45395.0,12.1,8.31,8.78,864.0,10.7,1.67,0.025,0.027,3.35
588,588.0,45395.0,18.5,8.18,8.64,1479.7,59.1,3.44,0.149,0.09,4.81
589,589.0,45395.0,16.7,8.76,9.25,791.0,30.3,2.8,0.025,0.038,2.09
590,590.0,45395.0,12.8,8.1,6.75,608.1,22.0,1.78,0.217,0.073,4.08
591,591.0,45395.0,13.2,8.44,9.67,649.2,1.7,1.5,0.025,0.005,4.45
592,592.0,45395.0,15.9,8.54,8.66,1149.1,5.9,3.68,0.025,0.054,3.13
593,593.0,45395.0,15.0,8.57,8.68,734.7,41.0,2.55,0.025,0.066,2.47
594,594.0,45395.0,17.2,8.16,6.95,1052.6,18.3,3.23,0.025,0.135,5.26
595,595.0,45395.0,8.2,8.2,9.56,590.6,1.3,1.29,0.025,0.005,2.21
596,596.0,45395.0,17.3,8.03,6.69,1055.8,30.8,4.94,0.327,0.099,4.14
597,597.0,45395.0,13.4,8.43,8.78,1039.8,1096.6,3.47,0.025,0.01,2.1
598,598.0,45395.0,14.2,8.24,10.12,1051.6,552.5,3.12,0.026,0.059,2.76
599,599.0,45396.0,14.8,8.08,7.86,1820.9,44.9,8.36,0.19,0.141,1.82
600,600.0,45396.0,14.2,8.31,9.17,1037.7,309.6,2.64,0.025,0.072,2.12
601,601.0,45396.0,3.5,7.38,11.7,99.3,8.8,2.08,0.025,0.025,1.04
602,602.0,45396.0,7.3,7.33,11.71,84.8,3.5,2.45,0.025,0.015,0.88
603,603.0,45396.0,13.1,8.61,9.98,1069.2,239.4,1.89,0.025,0.049,2.96
605,605.0,45396.0,14.1,8.66,9.94,851.8,103.1,2.15,0.025,0.033,2.4
606,606.0,45396.0,6.8,8.45,10.37,798.8,15.1,1.59,0.025,0.01,5.57
607,607.0,45396.0,2.7,6.69,11.76,138.3,26.3,10.32,0.198,0.21,2.06
609,609.0,45396.0,12.4,8.6,9.81,986.6,147.7,2.25,0.208,0.034,2.71
610,610.0,45396.0,12.6,8.18,9.59,935.5,70.2,9.25,0.226,0.162,6.62
611,611.0,45396.0,13.5,7.62,8.6,741.2,7.3,5.36,0.147,0.104,5.69
612,612.0,45396.0,13.2,8.06,8.32,745.1,11.4,3.5,0.035,0.058,3.12
613,613.0,45396.0,14.0,7.32,11.9,806.7,4.9,3.84,0.025,0.043,5.68
614,614.0,45396.0,12.2,8.49,10.25,646.2,25.6,7.23,0.029,0.069,3.66
615,615.0,45396.0,12.9,7.62,9.6,581.6,0.5,2.12,0.034,0.019,0.51
616,616.0,45396.0,13.0,8.06,10.31,287.7,5.8,1.01,0.047,0.016,2.76
617,617.0,45396.0,13.4,8.78,12.04,519.3,14.4,3.35,0.045,0.058,2.71
618,618.0,45396.0,12.2,8.06,10.71,559.7,9.3,3.5,0.025,0.044,4.23
619,619.0,45396.0,12.7,8.02,9.76,776.2,4.7,2.71,0.062,0.056,4.31
620,620.0,45396.0,10.1,7.38,11.3,133.1,6.2,1.87,0.03,0.016,1.98
621,621.0,45396.0,12.5,9.05,9.17,261.4,5.7,1.77,0.032,0.031,2.75
622,622.0,45396.0,15.3,8.56,14.47,793.4,19.0,4.8,0.121,0.112,6.39
